study,group,participant,item,response,word,onset,exact,acceptable,response_regex,match1,spelling,suggestion,suggestion_regex,match2,accuracy
210510_su,korean,suko39,noise_28,workpplace,workplaces,workp,laces,workplaces,\bworkpplace\b,FALSE,FALSE,"c(""workplace"", ""lacework"")",\bworkplace\b|\blacework\b,FALSE,FALSE
210510_su,korean,suko39,noise_29,cover,comes,co,mes,comes,\bcover\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko39,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_31,airplane,airplane,airp,lane,airplane,\bairplane\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_32,constrial,construction,constr,uction,construction,\bconstrial\b,FALSE,FALSE,"c(""cons trial"", ""cons-trial"", ""constrict"", ""colonialist"")",\bcons trial\b|\bcons-trial\b|\bconstrict\b|\bcolonialist\b,FALSE,FALSE
210510_su,korean,suko39,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_34,mechanical,mere,me,re,mere,\bmechanical\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko39,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_36,duration,durations,dura,tions,durations,\bduration\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko39,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_38,earing,eardrum,ear,drum,eardrum,\bearing\b,FALSE,FALSE,"c(""airing"", ""raring"", ""eating"", ""searing"", ""earning"", ""nearing"", ""earring"", ""rearing"", ""tearing"", ""gearing"", ""hearing"", ""bearing"", ""fearing"", ""wearing"", ""easing"")",\bairing\b|\braring\b|\beating\b|\bsearing\b|\bearning\b|\bnearing\b|\bearring\b|\brearing\b|\btearing\b|\bgearing\b|\bhearing\b|\bbearing\b|\bfearing\b|\bwearing\b|\beasing\b,FALSE,FALSE
210510_su,korean,suko39,noise_39,sense,sensitive,sens,itive,sensitive,\bsense\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko39,noise_40,inner,inner,in,ner,inner,\binner\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_41,resistance,result,res,ult,result,\bresistance\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko39,noise_42,temporal,temporary,temp,orary,temporary,\btemporal\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko39,noise_43,permanent,permanent,perm,anent,permanent,\bpermanent\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_45,rapid,raise,ra,ise,raise,\brapid\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko39,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko39,noise_48,NA,mental,men,tal,mental,NA,NA,NA,NA,NA,NA,FALSE
210510_su,korean,suko39,noise_49,intenal,interfere,inte,rfere,interfere,\bintenal\b,FALSE,FALSE,"c(""internal"", ""intentional"", ""intestinal"", ""antenatal"", ""intent"")",\binternal\b|\bintentional\b|\bintestinal\b|\bantenatal\b|\bintent\b,FALSE,FALSE
210510_su,korean,suko39,noise_50,NA,sleep,sl,eep,sleep,NA,NA,NA,NA,NA,NA,FALSE
210510_su,korean,suko40,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_07,seaweed,seaweed,sea,weed,seaweed,\bseaweed\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_14,grade,group,gr,oup,group,\bgrade\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_16,they,there,th,ere,there,\bthey\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,algae_17,making,many,ma,ny,many,\bmaking\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_19,types,types,ty,pes,types,\btypes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_20,moore,most,mo,st,most,\bmoore\b,FALSE,FALSE,"c(""Moore"", ""moire"", ""moor"", ""more"", ""moored"", ""moors"", ""moose"", ""mo ore"", ""mo-ore"", ""moo re"", ""moo-re"", ""moor e"")",\bMoore\b|\bmoire\b|\bmoor\b|\bmore\b|\bmoored\b|\bmoors\b|\bmoose\b|\bmo ore\b|\bmo-ore\b|\bmoo re\b|\bmoo-re\b|\bmoor e\b,FALSE,FALSE
210510_su,korean,suko40,algae_21,body,bodies,bod,ies,bodies,\bbody\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,algae_23,ocean,oceans,oce,ans,oceans,\bocean\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,algae_24,lake,lakes,la,kes,lakes,\blake\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,algae_25,pond,ponds,po,nds,ponds,\bpond\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,noise_26,generated,generated,gene,rated,generated,\bgenerated\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_27,industrial,industrial,indus,trial,industrial,\bindustrial\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_28,workplaces,workplaces,workp,laces,workplaces,\bworkplaces\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_29,come,comes,co,mes,comes,\bcome\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_31,airplane,airplane,airp,lane,airplane,\bairplane\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_32,constructive,construction,constr,uction,construction,\bconstructive\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_34,mere,mere,me,re,mere,\bmere\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_36,durations,durations,dura,tions,durations,\bdurations\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_38,eardrum,eardrum,ear,drum,eardrum,\beardrum\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_39,sensitive,sensitive,sens,itive,sensitive,\bsensitive\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_40,internal,inner,in,ner,inner,\binternal\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,noise_41,result,result,res,ult,result,\bresult\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_42,temporary,temporary,temp,orary,temporary,\btemporary\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_43,permanent,permanent,perm,anent,permanent,\bpermanent\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_45,raise,raise,ra,ise,raise,\braise\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko40,noise_49,interference,interfere,inte,rfere,interfere,\binterference\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko40,noise_50,sleeping,sleep,sl,eep,sleep,\bsleeping\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko41,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_07,seaweed,seaweed,sea,weed,seaweed,\bseaweed\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_14,group,group,gr,oup,group,\bgroup\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_16,these,there,th,ere,there,\bthese\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko41,algae_17,mainly,many,ma,ny,many,\bmainly\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko41,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_19,types,types,ty,pes,types,\btypes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_20,most,most,mo,st,most,\bmost\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_21,bodies,bodies,bod,ies,bodies,\bbodies\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_23,oceans,oceans,oce,ans,oceans,\boceans\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_24,lakes,lakes,la,kes,lakes,\blakes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,algae_25,ponds,ponds,po,nds,ponds,\bponds\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_26,generated,generated,gene,rated,generated,\bgenerated\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_27,industrial,industrial,indus,trial,industrial,\bindustrial\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_28,workplaces,workplaces,workp,laces,workplaces,\bworkplaces\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_29,comes,comes,co,mes,comes,\bcomes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_31,airport,airplane,airp,lane,airplane,\bairport\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko41,noise_32,construction,construction,constr,uction,construction,\bconstruction\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_34,mere,mere,me,re,mere,\bmere\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_36,duration,durations,dura,tions,durations,\bduration\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko41,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_38,eardrums,eardrum,ear,drum,eardrum,\beardrums\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko41,noise_39,sensitive,sensitive,sens,itive,sensitive,\bsensitive\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_40,inner,inner,in,ner,inner,\binner\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_41,result,result,res,ult,result,\bresult\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_42,temporary,temporary,temp,orary,temporary,\btemporary\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_43,permanent,permanent,perm,anent,permanent,\bpermanent\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_45,raise,raise,ra,ise,raise,\braise\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko41,noise_49,intevene,interfere,inte,rfere,interfere,\bintevene\b,FALSE,FALSE,"c(""intervene"", ""intensive"", ""intent"", ""invent"")",\bintervene\b|\bintensive\b|\bintent\b|\binvent\b,FALSE,FALSE
210510_su,korean,suko41,noise_50,sleep,sleep,sl,eep,sleep,\bsleep\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_03,make,make,ma,ke,make,\bmake\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_05,need,need,ne,ed,need,\bneed\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_07,seaweeds,seaweed,sea,weed,seaweed,\bseaweeds\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko42,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_10,actually,actually,actu,ally,actually,\bactually\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_13,belong,belong,bel,ong,belong,\bbelong\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_14,group,group,gr,oup,group,\bgroup\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_16,there,there,th,ere,there,\bthere\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_17,many,many,ma,ny,many,\bmany\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_19,types,types,ty,pes,types,\btypes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_20,most,most,mo,st,most,\bmost\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_21,body,bodies,bod,ies,bodies,\bbody\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko42,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_23,oceans,oceans,oce,ans,oceans,\boceans\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_24,lakes,lakes,la,kes,lakes,\blakes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,algae_25,ponds,ponds,po,nds,ponds,\bponds\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_26,generated,generated,gene,rated,generated,\bgenerated\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_27,industrial,industrial,indus,trial,industrial,\bindustrial\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_28,workplaces,workplaces,workp,laces,workplaces,\bworkplaces\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_29,comes,comes,co,mes,comes,\bcomes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_31,airport,airplane,airp,lane,airplane,\bairport\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko42,noise_32,construction,construction,constr,uction,construction,\bconstruction\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_34,mere,mere,me,re,mere,\bmere\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_36,duration,durations,dura,tions,durations,\bduration\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko42,noise_37,physical,physical,phys,ical,physical,\bphysical\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_38,ears,eardrum,ear,drum,eardrum,\bears\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko42,noise_39,sensory,sensitive,sens,itive,sensitive,\bsensory\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko42,noise_40,inside,inner,in,ner,inner,\binside\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko42,noise_41,result,result,res,ult,result,\bresult\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_42,temporary,temporary,temp,orary,temporary,\btemporary\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_43,permanent,permanent,perm,anent,permanent,\bpermanent\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_44,addition,addition,addi,tion,addition,\baddition\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_45,raise,raise,ra,ise,raise,\braise\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_46,pressure,pressure,pres,sure,pressure,\bpressure\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_47,anxiety,anxiety,anx,iety,anxiety,\banxiety\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_48,mental,mental,men,tal,mental,\bmental\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko42,noise_49,NA,interfere,inte,rfere,interfere,NA,NA,NA,NA,NA,NA,FALSE
210510_su,korean,suko42,noise_50,sleep,sleep,sl,eep,sleep,\bsleep\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_01,very,very,ve,ry,very,\bvery\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_02,because,because,bec,ause,because,\bbecause\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_03,made,make,ma,ke,make,\bmade\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,algae_04,which,which,wh,ich,which,\bwhich\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_05,neeed,need,ne,ed,need,\bneeed\b,FALSE,FALSE,"c(""need"", ""needed"", ""nee ed"", ""nee-ed"", ""nee"")",\bneed\b|\bneeded\b|\bnee ed\b|\bnee-ed\b|\bnee\b,TRUE,TRUE
210510_su,korean,suko43,algae_06,breathe,breathe,bre,athe,breathe,\bbreathe\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_07,seafood,seaweed,sea,weed,seaweed,\bseafood\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,algae_08,like,like,li,ke,like,\blike\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_09,however,however,how,ever,however,\bhowever\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_10,acturlly,actually,actu,ally,actually,\bacturlly\b,FALSE,FALSE,actually,actually,TRUE,TRUE
210510_su,korean,suko43,algae_11,nor,nor,n,or,nor,\bnor\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_12,instead,instead,ins,tead,instead,\binstead\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_13,belongs,belong,bel,ong,belong,\bbelongs\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,algae_14,greed,group,gr,oup,group,\bgreed\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,algae_15,called,called,cal,led,called,\bcalled\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_16,they,there,th,ere,there,\bthey\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,algae_17,many,many,ma,ny,many,\bmany\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_18,species,species,spe,cies,species,\bspecies\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_19,types,types,ty,pes,types,\btypes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_20,more,most,mo,st,most,\bmore\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,algae_21,body,bodies,bod,ies,bodies,\bbody\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,algae_22,water,water,wa,ter,water,\bwater\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_23,oceans,oceans,oce,ans,oceans,\boceans\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_24,lakes,lakes,la,kes,lakes,\blakes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,algae_25,pools,ponds,po,nds,ponds,\bpools\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,noise_26,generated,generated,gene,rated,generated,\bgenerated\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,noise_27,industry,industrial,indus,trial,industrial,\bindustry\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,noise_28,workplace,workplaces,workp,laces,workplaces,\bworkplace\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,noise_29,comes,comes,co,mes,comes,\bcomes\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,noise_30,highway,highway,hig,hway,highway,\bhighway\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,noise_31,airplane,airplane,airp,lane,airplane,\bairplane\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,noise_32,construct,construction,constr,uction,construction,\bconstruct\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,noise_33,more,more,mo,re,more,\bmore\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,noise_34,mean,mere,me,re,mere,\bmean\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,noise_35,certain,certain,cer,tain,certain,\bcertain\b,TRUE,NA,NA,NA,NA,TRUE
210510_su,korean,suko43,noise_36,duration,durations,dura,tions,durations,\bduration\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,noise_37,physician,physical,phys,ical,physical,\bphysician\b,FALSE,TRUE,NA,NA,NA,FALSE
210510_su,korean,suko43,noise_38,earhealth,eardrum,ear,drum,eardrum,\bearhealth\b,FALSE,FALSE,"c(""ear health"", ""ear-health"", ""healthcare"", ""healthy"", ""health"", ""ethereal"")",\bear health\b|\bear-health\b|\bhealthcare\b|\bhealthy\b|\bhealth\b|\bethereal\b,FALSE,FALSE
